rep_id,n,tau,rho,p,fun,time
28,262144,0,0,2,brute force,472.521000000001
28,262144,0,0,10,brute force,789.328000000001
29,262144,0,0,2,Knight (original),0.0624199999999837
29,262144,0,0,2,Knight (extended),0.137129999999997
29,262144,0,0,2,d-a-c,1.2851999999999
29,262144,0,0,4,d-a-c,7.55139999999956
29,262144,0,0,6,d-a-c,14.8076000000001
29,262144,0,0,8,d-a-c,20.2991999999998
29,262144,0,0,10,d-a-c,81.1970000000001
29,262144,0,0,2,brute force,437.150999999998
29,262144,0,0,10,brute force,801.934000000001
30,262144,0,0,2,Knight (original),0.0584800000000178
30,262144,0,0,2,Knight (extended),0.121310000000012
30,262144,0,0,2,d-a-c,1.15199999999968
30,262144,0,0,4,d-a-c,6.70080000000016
30,262144,0,0,6,d-a-c,14.3928
30,262144,0,0,8,d-a-c,20.3508000000002
30,262144,0,0,10,d-a-c,80.6887999999999
30,262144,0,0,2,brute force,450.311999999998
30,262144,0,0,10,brute force,790.898999999998
31,262144,0,0,2,Knight (original),0.0577600000000166
31,262144,0,0,2,Knight (extended),0.119580000000024
31,262144,0,0,2,d-a-c,1.12619999999952
31,262144,0,0,4,d-a-c,6.71200000000026
31,262144,0,0,6,d-a-c,14.3673999999999
31,262144,0,0,8,d-a-c,20.4561999999998
31,262144,0,0,10,d-a-c,81.7653999999995
31,262144,0,0,2,brute force,458.235000000001
31,262144,0,0,10,brute force,784.271000000001
32,262144,0,0,2,Knight (original),0.0596700000000055
32,262144,0,0,2,Knight (extended),0.120360000000001
32,262144,0,0,2,d-a-c,1.10440000000017
32,262144,0,0,4,d-a-c,6.76540000000023
32,262144,0,0,6,d-a-c,14.3964
32,262144,0,0,8,d-a-c,20.5076000000001
32,262144,0,0,10,d-a-c,81.7004000000001
32,262144,0,0,2,brute force,460.655999999999
32,262144,0,0,10,brute force,795.845999999998
33,262144,0,0,2,Knight (original),0.063070000000007
33,262144,0,0,2,Knight (extended),0.137220000000016
33,262144,0,0,2,d-a-c,1.23740000000034
33,262144,0,0,4,d-a-c,6.84719999999943
33,262144,0,0,6,d-a-c,14.5233999999997
33,262144,0,0,8,d-a-c,20.3127999999997
33,262144,0,0,10,d-a-c,80.9065999999999
33,262144,0,0,2,brute force,460.280999999999
33,262144,0,0,10,brute force,796.374
34,262144,0,0,2,Knight (original),0.0593499999999767
34,262144,0,0,2,Knight (extended),0.122030000000013
34,262144,0,0,2,d-a-c,1.14839999999967
34,262144,0,0,4,d-a-c,6.71520000000019
34,262144,0,0,6,d-a-c,14.4485999999997
34,262144,0,0,8,d-a-c,20.3556000000004
34,262144,0,0,10,d-a-c,80.5196000000004
34,262144,0,0,2,brute force,435.576000000001
34,262144,0,0,10,brute force,767.995999999999
35,262144,0,0,2,Knight (original),0.0593400000000111
35,262144,0,0,2,Knight (extended),0.119869999999974
35,262144,0,0,2,d-a-c,1.09939999999988
35,262144,0,0,4,d-a-c,6.68099999999977
35,262144,0,0,6,d-a-c,14.3754000000001
35,262144,0,0,8,d-a-c,20.4665999999997
35,262144,0,0,10,d-a-c,80.8326000000001
35,262144,0,0,2,brute force,461
35,262144,0,0,10,brute force,787.32
36,262144,0,0,2,Knight (original),0.0591600000000108
36,262144,0,0,2,Knight (extended),0.120329999999994
36,262144,0,0,2,d-a-c,1.10319999999992
36,262144,0,0,4,d-a-c,6.66919999999955
36,262144,0,0,6,d-a-c,14.3531999999999
36,262144,0,0,8,d-a-c,20.4375999999997
36,262144,0,0,10,d-a-c,81.3678
36,262144,0,0,2,brute force,471.179
36,262144,0,0,10,brute force,811.213
37,262144,0,0,2,Knight (original),0.0590000000000146
37,262144,0,0,2,Knight (extended),0.125570000000007
37,262144,0,0,2,d-a-c,1.13340000000026
37,262144,0,0,4,d-a-c,6.7913999999997
37,262144,0,0,6,d-a-c,14.5137999999999
37,262144,0,0,8,d-a-c,20.3451999999998
37,262144,0,0,10,d-a-c,81.8987999999998
37,262144,0,0,2,brute force,464.805
37,262144,0,0,10,brute force,795.195
38,262144,0,0,2,Knight (original),0.0621600000000035
38,262144,0,0,2,Knight (extended),0.144579999999987
38,262144,0,0,2,d-a-c,1.29019999999946
38,262144,0,0,4,d-a-c,7.18199999999997
38,262144,0,0,6,d-a-c,14.7720000000001
38,262144,0,0,8,d-a-c,20.5663999999997
38,262144,0,0,10,d-a-c,80.8762000000002
38,262144,0,0,2,brute force,423.525000000002
38,262144,0,0,10,brute force,821.856
39,262144,0,0,2,Knight (original),0.0618199999999706
39,262144,0,0,2,Knight (extended),0.145360000000001
39,262144,0,0,2,d-a-c,1.28240000000005
39,262144,0,0,4,d-a-c,7.18240000000005
39,262144,0,0,6,d-a-c,14.8727999999996
39,262144,0,0,8,d-a-c,20.8165999999997
39,262144,0,0,10,d-a-c,81.0822
39,262144,0,0,2,brute force,427.439999999999
39,262144,0,0,10,brute force,753.074000000001
40,262144,0,0,2,Knight (original),0.0585499999999956
40,262144,0,0,2,Knight (extended),0.122860000000001
40,262144,0,0,2,d-a-c,1.12119999999995
40,262144,0,0,4,d-a-c,6.7474000000002
40,262144,0,0,6,d-a-c,14.5875999999997
40,262144,0,0,8,d-a-c,20.3975999999995
40,262144,0,0,10,d-a-c,81.4518000000004
40,262144,0,0,2,brute force,456.362000000001
40,262144,0,0,10,brute force,814.770999999997
41,262144,0,0,2,Knight (original),0.0652999999999884
41,262144,0,0,2,Knight (extended),0.161700000000019
41,262144,0,0,2,d-a-c,1.38119999999981
41,262144,0,0,4,d-a-c,7.29459999999963
41,262144,0,0,6,d-a-c,14.9309999999998
41,262144,0,0,8,d-a-c,20.4856
41,262144,0,0,10,d-a-c,80.6457999999999
41,262144,0,0,2,brute force,441.845999999998
41,262144,0,0,10,brute force,793.82
42,262144,0,0,2,Knight (original),0.0601399999999921
42,262144,0,0,2,Knight (extended),0.125020000000004
42,262144,0,0,2,d-a-c,1.12180000000008
42,262144,0,0,4,d-a-c,6.74399999999951
42,262144,0,0,6,d-a-c,14.5712
42,262144,0,0,8,d-a-c,20.4230000000003
42,262144,0,0,10,d-a-c,81.6619999999995
42,262144,0,0,2,brute force,430.971000000001
42,262144,0,0,10,brute force,791.031999999999
43,262144,0,0,2,Knight (original),0.0590999999999985
43,262144,0,0,2,Knight (extended),0.12494999999999
43,262144,0,0,2,d-a-c,1.11879999999946
43,262144,0,0,4,d-a-c,6.76259999999966
43,262144,0,0,6,d-a-c,14.5757999999994
43,262144,0,0,8,d-a-c,20.418
43,262144,0,0,10,d-a-c,81.7519999999997
43,262144,0,0,2,brute force,461.704000000002
43,262144,0,0,10,brute force,778.661
44,262144,0,0,2,Knight (original),0.0580299999999988
44,262144,0,0,2,Knight (extended),0.122189999999973
44,262144,0,0,2,d-a-c,1.10380000000005
44,262144,0,0,4,d-a-c,6.71079999999929
44,262144,0,0,6,d-a-c,14.5196000000004
44,262144,0,0,8,d-a-c,20.2506000000001
44,262144,0,0,10,d-a-c,81.2709999999999
44,262144,0,0,2,brute force,474.537
44,262144,0,0,10,brute force,791.262000000002
45,262144,0,0,2,Knight (original),0.0629300000000149
45,262144,0,0,2,Knight (extended),0.134759999999987
45,262144,0,0,2,d-a-c,1.13800000000047
45,262144,0,0,4,d-a-c,6.7836000000003
45,262144,0,0,6,d-a-c,14.6309999999998
45,262144,0,0,8,d-a-c,20.3864000000001
45,262144,0,0,10,d-a-c,81.9063999999999
45,262144,0,0,2,brute force,465.059000000001
45,262144,0,0,10,brute force,775.546999999999
46,262144,0,0,2,Knight (original),0.0663200000000143
46,262144,0,0,2,Knight (extended),0.159499999999971
46,262144,0,0,2,d-a-c,1.25820000000022
46,262144,0,0,4,d-a-c,7.01939999999959
46,262144,0,0,6,d-a-c,14.5973999999995
46,262144,0,0,8,d-a-c,20.4878000000004
46,262144,0,0,10,d-a-c,81.1384000000006
46,262144,0,0,2,brute force,442.835999999999
46,262144,0,0,10,brute force,786.653000000002
47,262144,0,0,2,Knight (original),0.0589199999999983
47,262144,0,0,2,Knight (extended),0.123780000000006
47,262144,0,0,2,d-a-c,1.10800000000017
47,262144,0,0,4,d-a-c,6.68459999999977
47,262144,0,0,6,d-a-c,14.5360000000001
47,262144,0,0,8,d-a-c,20.3714
47,262144,0,0,10,d-a-c,81.4952000000005
47,262144,0,0,2,brute force,457.987999999998
47,262144,0,0,10,brute force,812.072
48,262144,0,0,2,Knight (original),0.0573500000000058
48,262144,0,0,2,Knight (extended),0.123250000000007
48,262144,0,0,2,d-a-c,1.11239999999962
48,262144,0,0,4,d-a-c,6.73199999999997
48,262144,0,0,6,d-a-c,14.5151999999995
48,262144,0,0,8,d-a-c,20.3856
48,262144,0,0,10,d-a-c,81.7955999999998
48,262144,0,0,2,brute force,460.203000000001
48,262144,0,0,10,brute force,766.066999999999
49,262144,0,0,2,Knight (original),0.0573800000000119
49,262144,0,0,2,Knight (extended),0.117219999999979
49,262144,0,0,2,d-a-c,1.08139999999985
49,262144,0,0,4,d-a-c,6.57139999999999
49,262144,0,0,6,d-a-c,14.2775999999998
49,262144,0,0,8,d-a-c,20.1835999999996
49,262144,0,0,10,d-a-c,81.6031999999999
49,262144,0,0,2,brute force,457.984000000004
49,262144,0,0,10,brute force,749.073000000004
50,262144,0,0,2,Knight (original),0.0645999999999913
50,262144,0,0,2,Knight (extended),0.144029999999984
50,262144,0,0,2,d-a-c,1.28260000000009
50,262144,0,0,4,d-a-c,7.04739999999947
50,262144,0,0,6,d-a-c,14.6292000000001
50,262144,0,0,8,d-a-c,20.4144
50,262144,0,0,10,d-a-c,80.757
50,262144,0,0,2,brute force,453.902999999998
50,262144,0,0,10,brute force,808.353999999999
51,262144,0,0,2,Knight (original),0.0680199999999968
51,262144,0,0,2,Knight (extended),0.167720000000008
51,262144,0,0,2,d-a-c,1.47679999999964
51,262144,0,0,4,d-a-c,7.93179999999993
51,262144,0,0,6,d-a-c,15.5654000000002
51,262144,0,0,8,d-a-c,20.7756000000001
51,262144,0,0,10,d-a-c,80.6822
51,262144,0,0,2,brute force,409.301
51,262144,0,0,10,brute force,820.463000000003
52,262144,0,0,2,Knight (original),0.0578800000000047
52,262144,0,0,2,Knight (extended),0.116290000000008
52,262144,0,0,2,d-a-c,1.08300000000017
52,262144,0,0,4,d-a-c,6.60880000000034
52,262144,0,0,6,d-a-c,14.3310000000005
52,262144,0,0,8,d-a-c,20.2798000000003
52,262144,0,0,10,d-a-c,81.0474000000002
52,262144,0,0,2,brute force,465.953000000001
52,262144,0,0,10,brute force,777.095000000001
53,262144,0,0,2,Knight (original),0.0638699999999881
53,262144,0,0,2,Knight (extended),0.144619999999995
53,262144,0,0,2,d-a-c,1.32000000000044
53,262144,0,0,4,d-a-c,7.06080000000002
53,262144,0,0,6,d-a-c,14.6742000000006
53,262144,0,0,8,d-a-c,20.4516000000003
53,262144,0,0,10,d-a-c,80.3340000000004
53,262144,0,0,2,brute force,416.670999999999
53,262144,0,0,10,brute force,791.288000000001
54,262144,0,0,2,Knight (original),0.058279999999977
54,262144,0,0,2,Knight (extended),0.137920000000013
54,262144,0,0,2,d-a-c,1.27719999999972
54,262144,0,0,4,d-a-c,7.1101999999999
54,262144,0,0,6,d-a-c,14.575
54,262144,0,0,8,d-a-c,20.2635999999999
54,262144,0,0,10,d-a-c,80.5940000000002
54,262144,0,0,2,brute force,443.475999999999
54,262144,0,0,10,brute force,772.750999999997
55,262144,0,0,2,Knight (original),0.0582200000000012
55,262144,0,0,2,Knight (extended),0.119739999999983
55,262144,0,0,2,d-a-c,1.10479999999952
55,262144,0,0,4,d-a-c,6.6775999999998
55,262144,0,0,6,d-a-c,14.3764000000003
55,262144,0,0,8,d-a-c,20.0600000000006
55,262144,0,0,10,d-a-c,80.8921999999999
55,262144,0,0,2,brute force,459.948
55,262144,0,0,10,brute force,771.259999999995
56,262144,0,0,2,Knight (original),0.0579099999999744
56,262144,0,0,2,Knight (extended),0.119029999999984
56,262144,0,0,2,d-a-c,1.08459999999977
56,262144,0,0,4,d-a-c,6.63679999999949
56,262144,0,0,6,d-a-c,14.4845999999998
56,262144,0,0,8,d-a-c,20.4154000000002
56,262144,0,0,10,d-a-c,81.3801999999996
56,262144,0,0,2,brute force,469.967000000004
56,262144,0,0,10,brute force,793.606
57,262144,0,0,2,Knight (original),0.0575
57,262144,0,0,2,Knight (extended),0.122599999999984
57,262144,0,0,2,d-a-c,1.10740000000005
57,262144,0,0,4,d-a-c,6.64720000000016
57,262144,0,0,6,d-a-c,14.4098000000005
57,262144,0,0,8,d-a-c,20.3
57,262144,0,0,10,d-a-c,80.7671999999999
57,262144,0,0,2,brute force,471.648000000001
57,262144,0,0,10,brute force,767.605000000003
58,262144,0,0,2,Knight (original),0.0611999999999898
58,262144,0,0,2,Knight (extended),0.139759999999987
58,262144,0,0,2,d-a-c,1.30900000000038
58,262144,0,0,4,d-a-c,7.22160000000004
58,262144,0,0,6,d-a-c,14.7240000000005
58,262144,0,0,8,d-a-c,20.5544000000002
58,262144,0,0,10,d-a-c,80.5660000000004
58,262144,0,0,2,brute force,451.413999999997
58,262144,0,0,10,brute force,809.593000000001
59,262144,0,0,2,Knight (original),0.0576199999999881
59,262144,0,0,2,Knight (extended),0.119239999999991
59,262144,0,0,2,d-a-c,1.10880000000034
59,262144,0,0,4,d-a-c,6.69499999999971
59,262144,0,0,6,d-a-c,14.4026000000005
59,262144,0,0,8,d-a-c,20.3526000000005
59,262144,0,0,10,d-a-c,81.1642
59,262144,0,0,2,brute force,461.263000000003
59,262144,0,0,10,brute force,781.660000000004
60,262144,0,0,2,Knight (original),0.0572299999999814
60,262144,0,0,2,Knight (extended),0.117230000000018
60,262144,0,0,2,d-a-c,1.12660000000033
60,262144,0,0,4,d-a-c,6.66059999999998
60,262144,0,0,6,d-a-c,14.4401999999995
60,262144,0,0,8,d-a-c,20.2655999999995
60,262144,0,0,10,d-a-c,81.3799999999996
60,262144,0,0,2,brute force,464.534
60,262144,0,0,10,brute force,793.159
61,262144,0,0,2,Knight (original),0.057300000000032
61,262144,0,0,2,Knight (extended),0.120639999999985
61,262144,0,0,2,d-a-c,1.11900000000023
61,262144,0,0,4,d-a-c,6.64979999999923
61,262144,0,0,6,d-a-c,14.2631999999998
61,262144,0,0,8,d-a-c,20.2706000000006
61,262144,0,0,10,d-a-c,80.4837999999989
61,262144,0,0,2,brute force,443.289000000004
61,262144,0,0,10,brute force,794.521000000001
62,262144,0,0,2,Knight (original),0.0639899999999761
62,262144,0,0,2,Knight (extended),0.147649999999994
62,262144,0,0,2,d-a-c,1.31339999999909
62,262144,0,0,4,d-a-c,7.05380000000005
62,262144,0,0,6,d-a-c,14.4805999999997
62,262144,0,0,8,d-a-c,20.3284
62,262144,0,0,10,d-a-c,81.1822
62,262144,0,0,2,brute force,455.518000000004
62,262144,0,0,10,brute force,785.908000000003
63,262144,0,0,2,Knight (original),0.0643100000000413
63,262144,0,0,2,Knight (extended),0.155900000000038
63,262144,0,0,2,d-a-c,1.37440000000061
63,262144,0,0,4,d-a-c,7.28960000000079
63,262144,0,0,6,d-a-c,15.3856
63,262144,0,0,8,d-a-c,20.7133999999991
63,262144,0,0,10,d-a-c,80.5644
63,262144,0,0,2,brute force,408
63,262144,0,0,10,brute force,821.565999999999
64,262144,0,0,2,Knight (original),0.0573500000000058
64,262144,0,0,2,Knight (extended),0.120910000000004
64,262144,0,0,2,d-a-c,1.10179999999964
64,262144,0,0,4,d-a-c,6.62039999999979
64,262144,0,0,6,d-a-c,14.3130000000005
64,262144,0,0,8,d-a-c,20.1953999999998
64,262144,0,0,10,d-a-c,81.0828000000009
64,262144,0,0,2,brute force,471.669000000002
64,262144,0,0,10,brute force,797.051999999996
