rep_id,n,tau,rho,p,fun,time
48,8192,0,0,10,brute force,0.471000000000004
49,8192,0,0,2,Knight (original),0.00181999999999988
49,8192,0,0,2,Knight (extended),0.00330999999999989
49,8192,0,0,2,d-a-c,0.0122000000000014
49,8192,0,0,4,d-a-c,0.0490000000000009
49,8192,0,0,6,d-a-c,0.0925999999999988
49,8192,0,0,8,d-a-c,0.0687999999999988
49,8192,0,0,10,d-a-c,0.111399999999998
49,8192,0,0,2,brute force,0.343000000000018
49,8192,0,0,10,brute force,0.467000000000013
50,8192,0,0,2,Knight (original),0.00180000000000007
50,8192,0,0,2,Knight (extended),0.00331999999999994
50,8192,0,0,2,d-a-c,0.0117999999999995
50,8192,0,0,4,d-a-c,0.048599999999999
50,8192,0,0,6,d-a-c,0.0927999999999997
50,8192,0,0,8,d-a-c,0.0686000000000036
50,8192,0,0,10,d-a-c,0.111400000000003
50,8192,0,0,2,brute force,0.346000000000004
50,8192,0,0,10,brute force,0.469000000000023
51,8192,0,0,2,Knight (original),0.00183999999999998
51,8192,0,0,2,Knight (extended),0.00342000000000013
51,8192,0,0,2,d-a-c,0.0122000000000014
51,8192,0,0,4,d-a-c,0.0512000000000001
51,8192,0,0,6,d-a-c,0.0932000000000016
51,8192,0,0,8,d-a-c,0.0689999999999998
51,8192,0,0,10,d-a-c,0.112799999999999
51,8192,0,0,2,brute force,0.346000000000004
51,8192,0,0,10,brute force,0.468999999999994
52,8192,0,0,2,Knight (original),0.00180000000000007
52,8192,0,0,2,Knight (extended),0.00332999999999998
52,8192,0,0,2,d-a-c,0.0122000000000014
52,8192,0,0,4,d-a-c,0.0488
52,8192,0,0,6,d-a-c,0.092999999999995
52,8192,0,0,8,d-a-c,0.0683999999999969
52,8192,0,0,10,d-a-c,0.110399999999999
52,8192,0,0,2,brute force,0.344999999999999
52,8192,0,0,10,brute force,0.469999999999999
53,8192,0,0,2,Knight (original),0.00182000000000016
53,8192,0,0,2,Knight (extended),0.00332000000000022
53,8192,0,0,2,d-a-c,0.0120000000000005
53,8192,0,0,4,d-a-c,0.0489999999999952
53,8192,0,0,6,d-a-c,0.0925999999999988
53,8192,0,0,8,d-a-c,0.0689999999999998
53,8192,0,0,10,d-a-c,0.1108
53,8192,0,0,2,brute force,0.342999999999989
53,8192,0,0,10,brute force,0.467999999999989
54,8192,0,0,2,Knight (original),0.00181999999999988
54,8192,0,0,2,Knight (extended),0.00331000000000017
54,8192,0,0,2,d-a-c,0.0122000000000014
54,8192,0,0,4,d-a-c,0.0482000000000028
54,8192,0,0,6,d-a-c,0.0927999999999997
54,8192,0,0,8,d-a-c,0.0686000000000036
54,8192,0,0,10,d-a-c,0.1118
54,8192,0,0,2,brute force,0.343999999999994
54,8192,0,0,10,brute force,0.469999999999999
55,8192,0,0,2,Knight (original),0.00179000000000002
55,8192,0,0,2,Knight (extended),0.00330000000000013
55,8192,0,0,2,d-a-c,0.0123999999999967
